Participant	Trial	Bin	MovieID	Experiment	X	PD
1	1	116	T16IC1SPSPD	12-NoInf	1011	-0.10205556
1	1	117	T16IC1SPSPD	12-NoInf	1009	-0.10105556
1	1	118	T16IC1SPSPD	12-NoInf	1003	-0.10205556
1	1	119	T16IC1SPSPD	12-NoInf	1010	-0.09505556
1	1	120	T16IC1SPSPD	12-NoInf	1188	-0.09105556
1	1	121	T16IC1SPSPD	12-NoInf	1273	-0.09105556
1	1	122	T16IC1SPSPD	12-NoInf	1278	-0.07705556
1	1	123	T16IC1SPSPD	12-NoInf	1292	-0.09005556
1	1	124	T16IC1SPSPD	12-NoInf	1295	-0.08005556
1	1	125	T16IC1SPSPD	12-NoInf	1280	-0.09005556
1	1	126	T16IC1SPSPD	12-NoInf	1294	-0.07405556
1	1	127	T16IC1SPSPD	12-NoInf	1291	-0.10505556
1	1	128	T16IC1SPSPD	12-NoInf	1291	-0.11005556
1	1	129	T16IC1SPSPD	12-NoInf	1290	-0.11005556
1	1	130	T16IC1SPSPD	12-NoInf	1287	-0.11705556
1	1	131	T16IC1SPSPD	12-NoInf	1291	-0.12605556
1	1	132	T16IC1SPSPD	12-NoInf	1286	-0.13805556
1	1	133	T16IC1SPSPD	12-NoInf	1288	-0.14005556
1	1	134	T16IC1SPSPD	12-NoInf	1283	-0.12705556
1	1	135	T16IC1SPSPD	12-NoInf	1286	-0.14405556
1	1	136	T16IC1SPSPD	12-NoInf	1284	-0.14305556
1	1	137	T16IC1SPSPD	12-NoInf	1291	-0.15005556
1	1	138	T16IC1SPSPD	12-NoInf	1290	-0.13005556
1	1	139	T16IC1SPSPD	12-NoInf	1289	-0.11405556
1	1	140	T16IC1SPSPD	12-NoInf	1286	-0.14805556
1	1	141	T16IC1SPSPD	12-NoInf	1284	-0.14805556
1	1	142	T16IC1SPSPD	12-NoInf	1289	-0.15705556
1	1	143	T16IC1SPSPD	12-NoInf	1288	-0.15505556
1	1	144	T16IC1SPSPD	12-NoInf	1270	-0.14205556
1	1	145	T16IC1SPSPD	12-NoInf	1037	-0.13105556
1	1	146	T16IC1SPSPD	12-NoInf	1049	-0.09305556
1	1	147	T16IC1SPSPD	12-NoInf	1004	-0.11605556
1	1	148	T16IC1SPSPD	12-NoInf	1022	-0.14305556
1	1	149	T16IC1SPSPD	12-NoInf	1017	-0.14205556
1	1	150	T16IC1SPSPD	12-NoInf	1015	-0.12505556
1	1	151	T16IC1SPSPD	12-NoInf	1025	-0.09505556
1	1	152	T16IC1SPSPD	12-NoInf	1021	-0.07705556
1	1	153	T16IC1SPSPD	12-NoInf	1023	-0.09705556
1	1	154	T16IC1SPSPD	12-NoInf	1020	-0.09605556
1	1	155	T16IC1SPSPD	12-NoInf	1023	-0.06905556
1	1	156	T16IC1SPSPD	12-NoInf	1018	-0.06505556
1	1	157	T16IC1SPSPD	12-NoInf	1022	-0.05205556
1	1	158	T16IC1SPSPD	12-NoInf	1019	-0.00605556
1	1	159	T16IC1SPSPD	12-NoInf	1027	-0.04705556
1	1	160	T16IC1SPSPD	12-NoInf	1019	-0.00905556
1	1	161	T16IC1SPSPD	12-NoInf	1029	0.02794444
1	1	162	T16IC1SPSPD	12-NoInf	1025	0.03294444
1	1	163	T16IC1SPSPD	12-NoInf	1114	0.02894444
1	1	164	T16IC1SPSPD	12-NoInf	1283	0.02594444
1	1	165	T16IC1SPSPD	12-NoInf	1293	0.06094444
1	1	166	T16IC1SPSPD	12-NoInf	1331	0.08794444
1	1	167	T16IC1SPSPD	12-NoInf	1328	0.08494444
1	1	168	T16IC1SPSPD	12-NoInf	1323	0.09594444
1	1	169	T16IC1SPSPD	12-NoInf	1318	0.11294444
1	1	170	T16IC1SPSPD	12-NoInf	1321	0.11094444
1	1	171	T16IC1SPSPD	12-NoInf	1314	0.10494444
1	1	172	T16IC1SPSPD	12-NoInf	1315	0.11794444
1	1	173	T16IC1SPSPD	12-NoInf	1316	0.12794444
1	1	174	T16IC1SPSPD	12-NoInf	1314	0.12894444
1	1	175	T16IC1SPSPD	12-NoInf	1317	0.14794444
1	1	176	T16IC1SPSPD	12-NoInf	1301	0.14994444
1	1	177	T16IC1SPSPD	12-NoInf	1310	0.17294444
1	1	178	T16IC1SPSPD	12-NoInf	1318	0.17694444
1	1	179	T16IC1SPSPD	12-NoInf	1306	0.17594444
1	1	180	T16IC1SPSPD	12-NoInf	1312	0.18494444
1	1	181	T16IC1SPSPD	12-NoInf	1316	0.19994444
1	1	182	T16IC1SPSPD	12-NoInf	1311	0.22094444
1	1	183	T16IC1SPSPD	12-NoInf	1307	0.20294444
1	1	184	T16IC1SPSPD	12-NoInf	1305	0.20194444
1	1	185	T16IC1SPSPD	12-NoInf	1309	0.21794444
1	1	186	T16IC1SPSPD	12-NoInf	1312	0.21094444
1	1	187	T16IC1SPSPD	12-NoInf	1318	0.20594444
1	1	188	T16IC1SPSPD	12-NoInf	1316	0.17894444
1	1	189	T16IC1SPSPD	12-NoInf	1319	0.17494444
1	1	190	T16IC1SPSPD	12-NoInf	1317	0.16494444
1	1	191	T16IC1SPSPD	12-NoInf	1313	0.14294444
1	1	192	T16IC1SPSPD	12-NoInf	1318	0.14494444
1	1	193	T16IC1SPSPD	12-NoInf	1314	0.11794444
1	1	194	T16IC1SPSPD	12-NoInf	1041	-0.17305556
1	1	203	T16IC1SPSPD	12-NoInf	973	0.22694444
1	1	204	T16IC1SPSPD	12-NoInf	1009	0.07694444
1	1	205	T16IC1SPSPD	12-NoInf	1026	0.09094444
1	1	206	T16IC1SPSPD	12-NoInf	1019	0.08794444
1	1	207	T16IC1SPSPD	12-NoInf	1023	0.06594444
1	1	208	T16IC1SPSPD	12-NoInf	1037	0.09694444
1	1	209	T16IC1SPSPD	12-NoInf	1046	0.08794444
1	1	210	T16IC1SPSPD	12-NoInf	1036	0.08094444
1	1	211	T16IC1SPSPD	12-NoInf	1042	0.09194444
1	1	212	T16IC1SPSPD	12-NoInf	1045	0.07694444
1	1	213	T16IC1SPSPD	12-NoInf	1081	0.11294444
1	1	214	T16IC1SPSPD	12-NoInf	1043	0.10894444
1	1	215	T16IC1SPSPD	12-NoInf	1009	0.10294444
1	1	216	T16IC1SPSPD	12-NoInf	1010	0.09394444
1	1	217	T16IC1SPSPD	12-NoInf	1004	0.11494444
1	1	218	T16IC1SPSPD	12-NoInf	1005	0.09494444
1	1	219	T16IC1SPSPD	12-NoInf	1009	0.09594444
1	1	220	T16IC1SPSPD	12-NoInf	1001	0.07594444
1	1	221	T16IC1SPSPD	12-NoInf	1013	0.08294444
1	1	222	T16IC1SPSPD	12-NoInf	1003	0.06194444
1	1	223	T16IC1SPSPD	12-NoInf	1007	0.03094444
1	1	224	T16IC1SPSPD	12-NoInf	1006	0.03094444
1	1	225	T16IC1SPSPD	12-NoInf	1006	0.02194444
1	1	226	T16IC1SPSPD	12-NoInf	1007	0.00794444
1	1	227	T16IC1SPSPD	12-NoInf	999	-0.01105556
1	1	228	T16IC1SPSPD	12-NoInf	1004	-0.01305556
1	3	0	T9PC1PSPPS	12-NoInf	1260	0.06833333
1	3	1	T9PC1PSPPS	12-NoInf	1270	0.09133333
1	3	2	T9PC1PSPPS	12-NoInf	1266	0.09233333
1	3	3	T9PC1PSPPS	12-NoInf	1263	0.10733333
1	3	4	T9PC1PSPPS	12-NoInf	1263	0.11233333
1	3	5	T9PC1PSPPS	12-NoInf	1266	0.10033333
1	3	6	T9PC1PSPPS	12-NoInf	1265	0.08833333
1	3	7	T9PC1PSPPS	12-NoInf	1267	0.08833333
1	3	8	T9PC1PSPPS	12-NoInf	1262	0.08133333
1	3	9	T9PC1PSPPS	12-NoInf	1265	0.09333333
1	3	10	T9PC1PSPPS	12-NoInf	1261	0.08533333
1	3	11	T9PC1PSPPS	12-NoInf	1265	0.08933333
1	3	12	T9PC1PSPPS	12-NoInf	1264	0.07033333
1	3	13	T9PC1PSPPS	12-NoInf	1266	0.06033333
1	3	14	T9PC1PSPPS	12-NoInf	1265	0.05133333
1	3	15	T9PC1PSPPS	12-NoInf	1255	0.04733333
1	3	16	T9PC1PSPPS	12-NoInf	1257	0.02733333
1	3	17	T9PC1PSPPS	12-NoInf	1102	0.05133333
1	3	18	T9PC1PSPPS	12-NoInf	956	0.02233333
1	3	19	T9PC1PSPPS	12-NoInf	974	0.02033333
1	3	20	T9PC1PSPPS	12-NoInf	953	0.01633333
1	3	21	T9PC1PSPPS	12-NoInf	963	-0.00166667
1	3	22	T9PC1PSPPS	12-NoInf	961	-0.00366667
1	3	23	T9PC1PSPPS	12-NoInf	960	-0.00466667
1	3	24	T9PC1PSPPS	12-NoInf	966	0.00533333
1	3	25	T9PC1PSPPS	12-NoInf	965	0.01833333
1	3	26	T9PC1PSPPS	12-NoInf	961	-0.00766667
1	3	27	T9PC1PSPPS	12-NoInf	967	-0.01166667
1	3	28	T9PC1PSPPS	12-NoInf	962	-0.02266667
1	3	29	T9PC1PSPPS	12-NoInf	967	-0.02966667
1	3	30	T9PC1PSPPS	12-NoInf	961	-0.03266667
1	3	31	T9PC1PSPPS	12-NoInf	974	-0.04966667
1	3	32	T9PC1PSPPS	12-NoInf	970	-0.04466667
1	3	33	T9PC1PSPPS	12-NoInf	1001	-0.04566667
1	3	34	T9PC1PSPPS	12-NoInf	1044	-0.05666667
1	3	35	T9PC1PSPPS	12-NoInf	1050	-0.08566667
1	3	36	T9PC1PSPPS	12-NoInf	1060	-0.08166667
1	3	37	T9PC1PSPPS	12-NoInf	1054	-0.04466667
1	3	38	T9PC1PSPPS	12-NoInf	1059	-0.05566667
1	3	39	T9PC1PSPPS	12-NoInf	1059	-0.09966667
1	3	40	T9PC1PSPPS	12-NoInf	1060	-0.12566667
1	3	41	T9PC1PSPPS	12-NoInf	1060	-0.11366667
1	3	42	T9PC1PSPPS	12-NoInf	1062	-0.13066667
1	3	43	T9PC1PSPPS	12-NoInf	1062	-0.14166667
1	3	44	T9PC1PSPPS	12-NoInf	1063	-0.11466667
1	3	45	T9PC1PSPPS	12-NoInf	1067	-0.12266667
1	3	46	T9PC1PSPPS	12-NoInf	1070	-0.14166667
1	3	47	T9PC1PSPPS	12-NoInf	1073	-0.14566667
1	3	48	T9PC1PSPPS	12-NoInf	1073	-0.14766667
1	3	49	T9PC1PSPPS	12-NoInf	1080	-0.10166667
1	3	50	T9PC1PSPPS	12-NoInf	1077	-0.11166667
1	3	51	T9PC1PSPPS	12-NoInf	1078	-0.14966667
1	3	52	T9PC1PSPPS	12-NoInf	1078	-0.14866667
1	3	53	T9PC1PSPPS	12-NoInf	1086	-0.13966667
1	3	54	T9PC1PSPPS	12-NoInf	1083	-0.17366667
1	3	55	T9PC1PSPPS	12-NoInf	1078	-0.18866667
1	3	56	T9PC1PSPPS	12-NoInf	1077	-0.18466667
1	3	57	T9PC1PSPPS	12-NoInf	1086	-0.21666667
1	3	58	T9PC1PSPPS	12-NoInf	1077	-0.22466667
1	3	59	T9PC1PSPPS	12-NoInf	1080	-0.24766667
1	3	60	T9PC1PSPPS	12-NoInf	1084	-0.24966667
1	3	61	T9PC1PSPPS	12-NoInf	1084	-0.26966667
1	3	62	T9PC1PSPPS	12-NoInf	1079	-0.28666667
1	3	63	T9PC1PSPPS	12-NoInf	1078	-0.26866667
1	3	64	T9PC1PSPPS	12-NoInf	1090	-0.26966667
1	3	65	T9PC1PSPPS	12-NoInf	1082	-0.31466667
1	3	66	T9PC1PSPPS	12-NoInf	1085	-0.33166667
1	3	67	T9PC1PSPPS	12-NoInf	1084	-0.34866667
1	3	68	T9PC1PSPPS	12-NoInf	1075	-0.32166667
1	3	69	T9PC1PSPPS	12-NoInf	1084	-0.32866667
1	3	70	T9PC1PSPPS	12-NoInf	1081	-0.32766667
1	3	71	T9PC1PSPPS	12-NoInf	1085	-0.33966667
1	3	72	T9PC1PSPPS	12-NoInf	1082	-0.35066667
1	3	73	T9PC1PSPPS	12-NoInf	1081	-0.34766667
1	3	74	T9PC1PSPPS	12-NoInf	1082	-0.35766667
1	3	75	T9PC1PSPPS	12-NoInf	1081	-0.36566667
1	3	76	T9PC1PSPPS	12-NoInf	1076	-0.36866667
1	3	77	T9PC1PSPPS	12-NoInf	1076	-0.37866667
1	3	78	T9PC1PSPPS	12-NoInf	1078	-0.37966667
1	3	79	T9PC1PSPPS	12-NoInf	1074	-0.38166667
1	3	80	T9PC1PSPPS	12-NoInf	1080	-0.35766667
1	3	81	T9PC1PSPPS	12-NoInf	1082	-0.35466667
1	3	82	T9PC1PSPPS	12-NoInf	1084	-0.37066667
1	3	83	T9PC1PSPPS	12-NoInf	1079	-0.38866667
1	3	84	T9PC1PSPPS	12-NoInf	1070	-0.40466667
1	3	85	T9PC1PSPPS	12-NoInf	1072	-0.39366667
1	3	86	T9PC1PSPPS	12-NoInf	1080	-0.40566667
1	3	87	T9PC1PSPPS	12-NoInf	1074	-0.39166667
1	3	88	T9PC1PSPPS	12-NoInf	1083	-0.36166667
1	3	89	T9PC1PSPPS	12-NoInf	1079	-0.36066667
1	3	90	T9PC1PSPPS	12-NoInf	1077	-0.36566667
1	3	91	T9PC1PSPPS	12-NoInf	1077	-0.37566667
1	3	92	T9PC1PSPPS	12-NoInf	1073	-0.37066667
1	3	93	T9PC1PSPPS	12-NoInf	1081	-0.37366667
1	3	94	T9PC1PSPPS	12-NoInf	1071	-0.36566667
1	3	95	T9PC1PSPPS	12-NoInf	1078	-0.37666667
1	3	96	T9PC1PSPPS	12-NoInf	1071	-0.37266667
1	3	97	T9PC1PSPPS	12-NoInf	1077	-0.36466667
1	3	98	T9PC1PSPPS	12-NoInf	1079	-0.34366667
1	3	99	T9PC1PSPPS	12-NoInf	1071	-0.32966667
1	3	100	T9PC1PSPPS	12-NoInf	1075	-0.33966667
1	3	101	T9PC1PSPPS	12-NoInf	1066	-0.33966667
1	3	102	T9PC1PSPPS	12-NoInf	1070	-0.33266667
1	3	103	T9PC1PSPPS	12-NoInf	1071	-0.34766667
1	3	104	T9PC1PSPPS	12-NoInf	1068	-0.32866667
1	3	105	T9PC1PSPPS	12-NoInf	1075	-0.31866667
1	3	106	T9PC1PSPPS	12-NoInf	1071	-0.32166667
1	3	107	T9PC1PSPPS	12-NoInf	1068	-0.30666667
1	3	108	T9PC1PSPPS	12-NoInf	1063	-0.30966667
1	3	109	T9PC1PSPPS	12-NoInf	1069	-0.31166667
1	3	110	T9PC1PSPPS	12-NoInf	1062	-0.28566667
1	3	111	T9PC1PSPPS	12-NoInf	1068	-0.29366667
1	3	112	T9PC1PSPPS	12-NoInf	1062	-0.27766667
1	3	113	T9PC1PSPPS	12-NoInf	1058	-0.26166667
1	3	114	T9PC1PSPPS	12-NoInf	1061	-0.22866667
1	3	115	T9PC1PSPPS	12-NoInf	1053	-0.24266667
1	3	116	T9PC1PSPPS	12-NoInf	1048	-0.27266667
1	3	117	T9PC1PSPPS	12-NoInf	1048	-0.24066667
1	3	118	T9PC1PSPPS	12-NoInf	1054	-0.21866667
1	3	119	T9PC1PSPPS	12-NoInf	1045	-0.22866667
1	3	120	T9PC1PSPPS	12-NoInf	1041	-0.23666667
1	3	121	T9PC1PSPPS	12-NoInf	1043	-0.25066667
1	3	122	T9PC1PSPPS	12-NoInf	1039	-0.25566667
1	3	123	T9PC1PSPPS	12-NoInf	1037	-0.25366667
1	3	124	T9PC1PSPPS	12-NoInf	1039	-0.21566667
1	3	125	T9PC1PSPPS	12-NoInf	1041	-0.24166667
1	3	126	T9PC1PSPPS	12-NoInf	1035	-0.24366667
1	3	127	T9PC1PSPPS	12-NoInf	1033	-0.27366667
1	3	128	T9PC1PSPPS	12-NoInf	1028	-0.27666667
1	3	129	T9PC1PSPPS	12-NoInf	1038	-0.26366667
1	3	130	T9PC1PSPPS	12-NoInf	1033	-0.30366667
1	3	131	T9PC1PSPPS	12-NoInf	1029	-0.30966667
1	3	132	T9PC1PSPPS	12-NoInf	1031	-0.32066667
1	3	133	T9PC1PSPPS	12-NoInf	1033	-0.33166667
1	3	134	T9PC1PSPPS	12-NoInf	1037	-0.34866667
1	3	135	T9PC1PSPPS	12-NoInf	1027	-0.35966667
1	3	136	T9PC1PSPPS	12-NoInf	1033	-0.37266667
1	3	137	T9PC1PSPPS	12-NoInf	1029	-0.36766667
1	3	138	T9PC1PSPPS	12-NoInf	1026	-0.37566667
1	3	139	T9PC1PSPPS	12-NoInf	1031	-0.36566667
1	3	140	T9PC1PSPPS	12-NoInf	1026	-0.37766667
1	3	141	T9PC1PSPPS	12-NoInf	1029	-0.37166667
1	3	142	T9PC1PSPPS	12-NoInf	1025	-0.39966667
1	3	143	T9PC1PSPPS	12-NoInf	1023	-0.39266667
1	3	144	T9PC1PSPPS	12-NoInf	991	-0.38066667
1	3	145	T9PC1PSPPS	12-NoInf	1003	-0.37066667
1	3	146	T9PC1PSPPS	12-NoInf	1001	-0.36966667
1	3	147	T9PC1PSPPS	12-NoInf	996	-0.38166667
1	3	148	T9PC1PSPPS	12-NoInf	999	-0.38166667
1	3	149	T9PC1PSPPS	12-NoInf	1005	-0.37766667
1	3	150	T9PC1PSPPS	12-NoInf	996	-0.37166667
1	3	151	T9PC1PSPPS	12-NoInf	1011	-0.34766667
1	3	152	T9PC1PSPPS	12-NoInf	998	-0.35566667
1	3	153	T9PC1PSPPS	12-NoInf	993	-0.35066667
1	3	154	T9PC1PSPPS	12-NoInf	1002	-0.34766667
1	3	155	T9PC1PSPPS	12-NoInf	997	-0.33366667
1	3	156	T9PC1PSPPS	12-NoInf	1001	-0.31666667
1	3	157	T9PC1PSPPS	12-NoInf	1005	-0.31066667
1	3	158	T9PC1PSPPS	12-NoInf	995	-0.32666667
1	3	159	T9PC1PSPPS	12-NoInf	996	-0.31066667
1	3	160	T9PC1PSPPS	12-NoInf	999	-0.29466667
1	3	161	T9PC1PSPPS	12-NoInf	1006	-0.25866667
1	3	162	T9PC1PSPPS	12-NoInf	1008	-0.23266667
1	3	163	T9PC1PSPPS	12-NoInf	999	-0.24866667
1	3	164	T9PC1PSPPS	12-NoInf	997	-0.27666667
1	3	165	T9PC1PSPPS	12-NoInf	997	-0.24866667
1	3	166	T9PC1PSPPS	12-NoInf	1000	-0.22666667
1	3	167	T9PC1PSPPS	12-NoInf	998	-0.19866667
1	3	168	T9PC1PSPPS	12-NoInf	991	-0.22566667
1	3	169	T9PC1PSPPS	12-NoInf	998	-0.21066667
1	3	170	T9PC1PSPPS	12-NoInf	1002	-0.21566667
1	3	171	T9PC1PSPPS	12-NoInf	1001	-0.19366667
1	3	172	T9PC1PSPPS	12-NoInf	1000	-0.18266667
1	3	173	T9PC1PSPPS	12-NoInf	1000	-0.19166667
1	3	174	T9PC1PSPPS	12-NoInf	998	-0.19766667
1	3	175	T9PC1PSPPS	12-NoInf	996	-0.19066667
1	3	176	T9PC1PSPPS	12-NoInf	1002	-0.16866667
1	3	177	T9PC1PSPPS	12-NoInf	996	-0.17666667
1	3	178	T9PC1PSPPS	12-NoInf	992	-0.21166667
1	3	179	T9PC1PSPPS	12-NoInf	999	-0.18766667
1	3	180	T9PC1PSPPS	12-NoInf	998	-0.20266667
1	3	181	T9PC1PSPPS	12-NoInf	996	-0.18066667
1	3	182	T9PC1PSPPS	12-NoInf	1001	-0.17666667
1	3	183	T9PC1PSPPS	12-NoInf	1024	-0.18166667
1	3	184	T9PC1PSPPS	12-NoInf	1189	-0.13166667
1	3	185	T9PC1PSPPS	12-NoInf	1250	-0.14366667
1	3	186	T9PC1PSPPS	12-NoInf	1252	-0.16366667
1	3	187	T9PC1PSPPS	12-NoInf	1256	-0.16266667
1	3	188	T9PC1PSPPS	12-NoInf	1262	-0.14166667
1	3	189	T9PC1PSPPS	12-NoInf	1261	-0.15066667
1	3	190	T9PC1PSPPS	12-NoInf	1256	-0.15666667
1	3	191	T9PC1PSPPS	12-NoInf	1261	-0.13666667
1	3	192	T9PC1PSPPS	12-NoInf	1258	-0.12466667
1	3	193	T9PC1PSPPS	12-NoInf	1263	-0.11966667
1	3	194	T9PC1PSPPS	12-NoInf	1256	-0.11766667
1	3	195	T9PC1PSPPS	12-NoInf	1258	-0.11766667
1	3	196	T9PC1PSPPS	12-NoInf	1256	-0.11466667
