Participant	PhaseLabel	Bin	MovieID	InferenceCondition	Count	MeanPupil
3	ObjOut	81	51_C_R_M_P_SO_O_S_S	0	1	-0.077767
3	ObjOut	81	55_C_R_M_P_OS_O_S_D	0	1	-0.076419
3	ObjOut	81	56_C_R_M_I_OS_O_P_S	0	1	0.022032
3	ObjOut	81	58_C_R_M_P_BP_B_P_D	0	1	0.099097
3	ObjOut	81	59_C_R_M_P_BP_P_B_S	0	1	-0.325567
3	ObjOut	81	60_C_R_M_I_BP_P_O_D	0	1	-0.223724
3	ObjOut	81	61_C_R_M_P_PB_B_P_S	0	1	0.254600
3	ObjOut	81	62_C_R_M_I_PB_B_S_D	0	1	0.135133
3	ObjOut	81	63_C_R_M_P_PB_P_B_D	0	1	0.103400
3	ObjOut	81	64_C_R_M_I_PB_P_O_S	0	1	-0.281903
3	ObjOut	81	67_T_R_M_P_SP_P_S_S	1	1	-0.072233
3	ObjOut	81	68_T_R_M_I_SP_P_P_D	1	1	-0.155367
3	ObjOut	81	69_T_R_M_P_PS_S_P_S	1	1	-0.073400
3	ObjOut	81	70_T_R_M_I_PS_S_S_D	1	1	0.236129
3	ObjOut	81	81_T_R_M_P_OB_B_O_S	1	1	0.136935
3	ObjOut	81	83_T_R_M_P_BO_O_B_S	1	1	-0.104423
3	ObjOut	81	84_T_R_M_I_BO_O_O_D	1	1	-0.170968
3	ObjOut	81	85_T_R_M_I_OB_O_O_S	1	1	-0.020333
3	ObjOut	81	86_T_R_M_P_OB_O_B_D	1	1	0.215677
3	ObjOut	82	49_C_R_M_I_SO_S_B_S	0	1	-0.100414
3	ObjOut	82	51_C_R_M_P_SO_O_S_S	0	1	-0.070767
3	ObjOut	82	55_C_R_M_P_OS_O_S_D	0	1	-0.121419
3	ObjOut	82	56_C_R_M_I_OS_O_P_S	0	1	0.001032
3	ObjOut	82	58_C_R_M_P_BP_B_P_D	0	1	0.070097
3	ObjOut	82	59_C_R_M_P_BP_P_B_S	0	1	-0.331567
3	ObjOut	82	60_C_R_M_I_BP_P_O_D	0	1	-0.269724
3	ObjOut	82	61_C_R_M_P_PB_B_P_S	0	1	0.248600
3	ObjOut	82	62_C_R_M_I_PB_B_S_D	0	1	0.127133
3	ObjOut	82	63_C_R_M_P_PB_P_B_D	0	1	0.093400
3	ObjOut	82	64_C_R_M_I_PB_P_O_S	0	1	-0.285903
3	ObjOut	82	67_T_R_M_P_SP_P_S_S	1	1	-0.039233
3	ObjOut	82	68_T_R_M_I_SP_P_P_D	1	1	-0.184367
3	ObjOut	82	69_T_R_M_P_PS_S_P_S	1	1	-0.042400
3	ObjOut	82	70_T_R_M_I_PS_S_S_D	1	1	0.228129
3	ObjOut	82	81_T_R_M_P_OB_B_O_S	1	1	0.135935
3	ObjOut	82	83_T_R_M_P_BO_O_B_S	1	1	-0.079423
3	ObjOut	82	85_T_R_M_I_OB_O_O_S	1	1	-0.034333
3	ObjOut	82	86_T_R_M_P_OB_O_B_D	1	1	0.209677
3	ObjOut	83	49_C_R_M_I_SO_S_B_S	0	1	-0.085414
3	ObjOut	83	51_C_R_M_P_SO_O_S_S	0	1	-0.025767
3	ObjOut	83	55_C_R_M_P_OS_O_S_D	0	1	-0.111419
3	ObjOut	83	56_C_R_M_I_OS_O_P_S	0	1	0.009032
3	ObjOut	83	58_C_R_M_P_BP_B_P_D	0	1	0.064097
3	ObjOut	83	59_C_R_M_P_BP_P_B_S	0	1	-0.314567
3	ObjOut	83	60_C_R_M_I_BP_P_O_D	0	1	-0.245724
3	ObjOut	83	61_C_R_M_P_PB_B_P_S	0	1	0.254600
3	ObjOut	83	62_C_R_M_I_PB_B_S_D	0	1	0.169133
3	ObjOut	83	63_C_R_M_P_PB_P_B_D	0	1	0.066400
3	ObjOut	83	64_C_R_M_I_PB_P_O_S	0	1	-0.305903
3	ObjOut	83	67_T_R_M_P_SP_P_S_S	1	1	-0.028233
3	ObjOut	83	68_T_R_M_I_SP_P_P_D	1	1	-0.142367
3	ObjOut	83	69_T_R_M_P_PS_S_P_S	1	1	-0.047400
3	ObjOut	83	70_T_R_M_I_PS_S_S_D	1	1	0.244129
3	ObjOut	83	71_T_R_M_P_PS_P_S_D	1	1	0.068452
3	ObjOut	83	81_T_R_M_P_OB_B_O_S	1	1	0.122935
3	ObjOut	83	82_T_R_M_I_OB_B_B_D	1	1	0.107700
3	ObjOut	83	83_T_R_M_P_BO_O_B_S	1	1	-0.092423
3	ObjOut	83	85_T_R_M_I_OB_O_O_S	1	1	-0.045333
3	ObjOut	83	86_T_R_M_P_OB_O_B_D	1	1	0.196677
3	ObjOut	84	49_C_R_M_I_SO_S_B_S	0	1	-0.092414
3	ObjOut	84	51_C_R_M_P_SO_O_S_S	0	1	-0.023767
3	ObjOut	84	53_C_R_M_P_OS_S_O_S	0	1	-0.572581
3	ObjOut	84	55_C_R_M_P_OS_O_S_D	0	1	-0.162419
3	ObjOut	84	56_C_R_M_I_OS_O_P_S	0	1	0.007032
3	ObjOut	84	58_C_R_M_P_BP_B_P_D	0	1	0.053097
3	ObjOut	84	59_C_R_M_P_BP_P_B_S	0	1	-0.308567
3	ObjOut	84	60_C_R_M_I_BP_P_O_D	0	1	-0.253724
3	ObjOut	84	61_C_R_M_P_PB_B_P_S	0	1	0.247600
3	ObjOut	84	62_C_R_M_I_PB_B_S_D	0	1	0.125133
3	ObjOut	84	63_C_R_M_P_PB_P_B_D	0	1	0.073400
3	ObjOut	84	64_C_R_M_I_PB_P_O_S	0	1	-0.229903
3	ObjOut	84	67_T_R_M_P_SP_P_S_S	1	1	-0.097233
3	ObjOut	84	68_T_R_M_I_SP_P_P_D	1	1	-0.167367
3	ObjOut	84	69_T_R_M_P_PS_S_P_S	1	1	-0.084400
3	ObjOut	84	70_T_R_M_I_PS_S_S_D	1	1	0.271129
3	ObjOut	84	71_T_R_M_P_PS_P_S_D	1	1	0.083452
3	ObjOut	84	81_T_R_M_P_OB_B_O_S	1	1	0.184935
3	ObjOut	84	83_T_R_M_P_BO_O_B_S	1	1	-0.117423
3	ObjOut	84	85_T_R_M_I_OB_O_O_S	1	1	-0.061333
3	ObjOut	84	86_T_R_M_P_OB_O_B_D	1	1	0.179677
3	ObjOut	85	49_C_R_M_I_SO_S_B_S	0	1	-0.119414
3	ObjOut	85	50_C_R_M_P_SO_S_O_D	0	1	-0.218355
3	ObjOut	85	51_C_R_M_P_SO_O_S_S	0	1	0.002233
3	ObjOut	85	53_C_R_M_P_OS_S_O_S	0	1	-0.602581
3	ObjOut	85	55_C_R_M_P_OS_O_S_D	0	1	-0.109419
3	ObjOut	85	56_C_R_M_I_OS_O_P_S	0	1	0.034032
3	ObjOut	85	58_C_R_M_P_BP_B_P_D	0	1	0.042097
3	ObjOut	85	59_C_R_M_P_BP_P_B_S	0	1	-0.306567
3	ObjOut	85	60_C_R_M_I_BP_P_O_D	0	1	-0.231724
3	ObjOut	85	61_C_R_M_P_PB_B_P_S	0	1	0.256600
3	ObjOut	85	62_C_R_M_I_PB_B_S_D	0	1	0.159133
3	ObjOut	85	63_C_R_M_P_PB_P_B_D	0	1	0.073400
3	ObjOut	85	64_C_R_M_I_PB_P_O_S	0	1	-0.246903
3	ObjOut	85	67_T_R_M_P_SP_P_S_S	1	1	-0.093233
3	ObjOut	85	69_T_R_M_P_PS_S_P_S	1	1	-0.065400
3	ObjOut	85	70_T_R_M_I_PS_S_S_D	1	1	0.254129
3	ObjOut	85	71_T_R_M_P_PS_P_S_D	1	1	0.067452
3	ObjOut	85	81_T_R_M_P_OB_B_O_S	1	1	0.206935
3	ObjOut	85	83_T_R_M_P_BO_O_B_S	1	1	-0.073423
3	ObjOut	85	85_T_R_M_I_OB_O_O_S	1	1	-0.046333
3	ObjOut	85	86_T_R_M_P_OB_O_B_D	1	1	0.174677
3	ObjOut	85	87_T_R_M_I_BO_B_B_S	1	1	-0.106800
3	ObjOut	85	88_T_R_M_P_BO_B_O_D	1	1	0.030613
3	ObjOut	86	49_C_R_M_I_SO_S_B_S	0	1	-0.098414
3	ObjOut	86	50_C_R_M_P_SO_S_O_D	0	1	-0.225355
3	ObjOut	86	51_C_R_M_P_SO_O_S_S	0	1	-0.016767
3	ObjOut	86	53_C_R_M_P_OS_S_O_S	0	1	-0.618581
3	ObjOut	86	55_C_R_M_P_OS_O_S_D	0	1	-0.101419
3	ObjOut	86	56_C_R_M_I_OS_O_P_S	0	1	0.027032
3	ObjOut	86	58_C_R_M_P_BP_B_P_D	0	1	0.044097
3	ObjOut	86	59_C_R_M_P_BP_P_B_S	0	1	-0.339567
3	ObjOut	86	60_C_R_M_I_BP_P_O_D	0	1	-0.257724
3	ObjOut	86	61_C_R_M_P_PB_B_P_S	0	1	0.220600
3	ObjOut	86	62_C_R_M_I_PB_B_S_D	0	1	0.109133
3	ObjOut	86	63_C_R_M_P_PB_P_B_D	0	1	0.081400
3	ObjOut	86	64_C_R_M_I_PB_P_O_S	0	1	-0.191903
3	ObjOut	86	67_T_R_M_P_SP_P_S_S	1	1	-0.071233
3	ObjOut	86	69_T_R_M_P_PS_S_P_S	1	1	-0.048400
3	ObjOut	86	70_T_R_M_I_PS_S_S_D	1	1	0.268129
3	ObjOut	86	71_T_R_M_P_PS_P_S_D	1	1	0.055452
3	ObjOut	86	81_T_R_M_P_OB_B_O_S	1	1	0.187935
3	ObjOut	86	82_T_R_M_I_OB_B_B_D	1	1	0.132700
3	ObjOut	86	83_T_R_M_P_BO_O_B_S	1	1	-0.098423
3	ObjOut	86	85_T_R_M_I_OB_O_O_S	1	1	-0.037333
3	ObjOut	86	86_T_R_M_P_OB_O_B_D	1	1	0.166677
3	ObjOut	86	87_T_R_M_I_BO_B_B_S	1	1	-0.164800
3	ObjOut	86	88_T_R_M_P_BO_B_O_D	1	1	0.021613
3	ObjOut	87	49_C_R_M_I_SO_S_B_S	0	1	-0.125414
3	ObjOut	87	50_C_R_M_P_SO_S_O_D	0	1	-0.195355
3	ObjOut	87	51_C_R_M_P_SO_O_S_S	0	1	-0.037767
3	ObjOut	87	53_C_R_M_P_OS_S_O_S	0	1	-0.636581
3	ObjOut	87	55_C_R_M_P_OS_O_S_D	0	1	-0.142419
3	ObjOut	87	56_C_R_M_I_OS_O_P_S	0	1	0.020032
3	ObjOut	87	58_C_R_M_P_BP_B_P_D	0	1	0.041097
3	ObjOut	87	59_C_R_M_P_BP_P_B_S	0	1	-0.285567
3	ObjOut	87	60_C_R_M_I_BP_P_O_D	0	1	-0.254724
3	ObjOut	87	61_C_R_M_P_PB_B_P_S	0	1	0.247600
3	ObjOut	87	62_C_R_M_I_PB_B_S_D	0	1	0.120133
3	ObjOut	87	63_C_R_M_P_PB_P_B_D	0	1	0.075400
3	ObjOut	87	64_C_R_M_I_PB_P_O_S	0	1	-0.192903
3	ObjOut	87	67_T_R_M_P_SP_P_S_S	1	1	-0.043233
3	ObjOut	87	69_T_R_M_P_PS_S_P_S	1	1	-0.062400
3	ObjOut	87	70_T_R_M_I_PS_S_S_D	1	1	0.284129
3	ObjOut	87	71_T_R_M_P_PS_P_S_D	1	1	0.085452
3	ObjOut	87	81_T_R_M_P_OB_B_O_S	1	1	0.196935
3	ObjOut	87	82_T_R_M_I_OB_B_B_D	1	1	0.110700
3	ObjOut	87	83_T_R_M_P_BO_O_B_S	1	1	-0.125423
3	ObjOut	87	85_T_R_M_I_OB_O_O_S	1	1	-0.076333
3	ObjOut	87	86_T_R_M_P_OB_O_B_D	1	1	0.135677
3	ObjOut	87	87_T_R_M_I_BO_B_B_S	1	1	-0.164800
3	ObjOut	87	88_T_R_M_P_BO_B_O_D	1	1	-0.011387
3	ObjOut	88	49_C_R_M_I_SO_S_B_S	0	1	-0.119414
3	ObjOut	88	50_C_R_M_P_SO_S_O_D	0	1	-0.171355
3	ObjOut	88	51_C_R_M_P_SO_O_S_S	0	1	-0.034767
3	ObjOut	88	53_C_R_M_P_OS_S_O_S	0	1	-0.620581
3	ObjOut	88	55_C_R_M_P_OS_O_S_D	0	1	-0.176419
3	ObjOut	88	56_C_R_M_I_OS_O_P_S	0	1	0.062032
3	ObjOut	88	58_C_R_M_P_BP_B_P_D	0	1	0.019097
3	ObjOut	88	59_C_R_M_P_BP_P_B_S	0	1	-0.285567
3	ObjOut	88	60_C_R_M_I_BP_P_O_D	0	1	-0.254724
3	ObjOut	88	61_C_R_M_P_PB_B_P_S	0	1	0.226600
3	ObjOut	88	62_C_R_M_I_PB_B_S_D	0	1	0.088133
3	ObjOut	88	63_C_R_M_P_PB_P_B_D	0	1	0.048400
3	ObjOut	88	64_C_R_M_I_PB_P_O_S	0	1	-0.217903
3	ObjOut	88	66_T_R_M_P_SP_S_P_D	1	1	0.257172
3	ObjOut	88	67_T_R_M_P_SP_P_S_S	1	1	-0.029233
3	ObjOut	88	69_T_R_M_P_PS_S_P_S	1	1	-0.042400
3	ObjOut	88	70_T_R_M_I_PS_S_S_D	1	1	0.272129
3	ObjOut	88	71_T_R_M_P_PS_P_S_D	1	1	0.104452
3	ObjOut	88	81_T_R_M_P_OB_B_O_S	1	1	0.191935
3	ObjOut	88	82_T_R_M_I_OB_B_B_D	1	1	0.131700
3	ObjOut	88	83_T_R_M_P_BO_O_B_S	1	1	-0.082423
3	ObjOut	88	85_T_R_M_I_OB_O_O_S	1	1	-0.088333
3	ObjOut	88	86_T_R_M_P_OB_O_B_D	1	1	0.170677
3	ObjOut	88	87_T_R_M_I_BO_B_B_S	1	1	-0.163800
3	ObjOut	88	88_T_R_M_P_BO_B_O_D	1	1	0.002613
3	ObjOut	89	49_C_R_M_I_SO_S_B_S	0	1	-0.132414
3	ObjOut	89	50_C_R_M_P_SO_S_O_D	0	1	-0.225355
3	ObjOut	89	51_C_R_M_P_SO_O_S_S	0	1	-0.039767
3	ObjOut	89	53_C_R_M_P_OS_S_O_S	0	1	-0.623581
3	ObjOut	89	55_C_R_M_P_OS_O_S_D	0	1	-0.142419
3	ObjOut	89	56_C_R_M_I_OS_O_P_S	0	1	0.064032
3	ObjOut	89	58_C_R_M_P_BP_B_P_D	0	1	0.039097
3	ObjOut	89	59_C_R_M_P_BP_P_B_S	0	1	-0.253567
3	ObjOut	89	60_C_R_M_I_BP_P_O_D	0	1	-0.259724
3	ObjOut	89	61_C_R_M_P_PB_B_P_S	0	1	0.216600
3	ObjOut	89	62_C_R_M_I_PB_B_S_D	0	1	0.106133
3	ObjOut	89	63_C_R_M_P_PB_P_B_D	0	1	0.055400
3	ObjOut	89	64_C_R_M_I_PB_P_O_S	0	1	-0.184903
3	ObjOut	89	65_T_R_M_I_SP_S_S_S	1	1	0.052033
3	ObjOut	89	66_T_R_M_P_SP_S_P_D	1	1	0.254172
3	ObjOut	89	67_T_R_M_P_SP_P_S_S	1	1	-0.054233
3	ObjOut	89	69_T_R_M_P_PS_S_P_S	1	1	-0.036400
3	ObjOut	89	70_T_R_M_I_PS_S_S_D	1	1	0.278129
3	ObjOut	89	71_T_R_M_P_PS_P_S_D	1	1	0.116452
3	ObjOut	89	72_T_R_M_I_PS_P_P_S	1	1	0.233448
3	ObjOut	89	81_T_R_M_P_OB_B_O_S	1	1	0.241935
3	ObjOut	89	82_T_R_M_I_OB_B_B_D	1	1	0.121700
3	ObjOut	89	83_T_R_M_P_BO_O_B_S	1	1	-0.085423
3	ObjOut	89	85_T_R_M_I_OB_O_O_S	1	1	-0.060333
3	ObjOut	89	86_T_R_M_P_OB_O_B_D	1	1	0.117677
3	ObjOut	89	87_T_R_M_I_BO_B_B_S	1	1	-0.165800
3	ObjOut	89	88_T_R_M_P_BO_B_O_D	1	1	0.007613
3	ObjOut	90	49_C_R_M_I_SO_S_B_S	0	1	-0.157414
3	ObjOut	90	50_C_R_M_P_SO_S_O_D	0	1	-0.238355
3	ObjOut	90	51_C_R_M_P_SO_O_S_S	0	1	-0.061767
3	ObjOut	90	53_C_R_M_P_OS_S_O_S	0	1	-0.614581
3	ObjOut	90	55_C_R_M_P_OS_O_S_D	0	1	-0.145419
3	ObjOut	90	56_C_R_M_I_OS_O_P_S	0	1	0.064032
3	ObjOut	90	58_C_R_M_P_BP_B_P_D	0	1	0.023097
3	ObjOut	90	59_C_R_M_P_BP_P_B_S	0	1	-0.222567
3	ObjOut	90	60_C_R_M_I_BP_P_O_D	0	1	-0.258724
3	ObjOut	90	61_C_R_M_P_PB_B_P_S	0	1	0.195600
3	ObjOut	90	62_C_R_M_I_PB_B_S_D	0	1	0.133133
3	ObjOut	90	63_C_R_M_P_PB_P_B_D	0	1	0.020400
3	ObjOut	90	64_C_R_M_I_PB_P_O_S	0	1	-0.170903
3	ObjOut	90	66_T_R_M_P_SP_S_P_D	1	1	0.301172
3	ObjOut	90	67_T_R_M_P_SP_P_S_S	1	1	-0.036233
3	ObjOut	90	69_T_R_M_P_PS_S_P_S	1	1	-0.049400
3	ObjOut	90	70_T_R_M_I_PS_S_S_D	1	1	0.307129
3	ObjOut	90	71_T_R_M_P_PS_P_S_D	1	1	0.108452
3	ObjOut	90	72_T_R_M_I_PS_P_P_S	1	1	0.212448
3	ObjOut	90	81_T_R_M_P_OB_B_O_S	1	1	0.221935
3	ObjOut	90	82_T_R_M_I_OB_B_B_D	1	1	0.153700
3	ObjOut	90	83_T_R_M_P_BO_O_B_S	1	1	-0.084423
3	ObjOut	90	85_T_R_M_I_OB_O_O_S	1	1	-0.088333
3	ObjOut	90	86_T_R_M_P_OB_O_B_D	1	1	0.108677
3	ObjOut	90	87_T_R_M_I_BO_B_B_S	1	1	-0.158800
3	ObjOut	90	88_T_R_M_P_BO_B_O_D	1	1	-0.010387
3	ObjOut	91	49_C_R_M_I_SO_S_B_S	0	1	-0.164414
3	ObjOut	91	50_C_R_M_P_SO_S_O_D	0	1	-0.197355
3	ObjOut	91	51_C_R_M_P_SO_O_S_S	0	1	-0.055767
3	ObjOut	91	53_C_R_M_P_OS_S_O_S	0	1	-0.584581
3	ObjOut	91	55_C_R_M_P_OS_O_S_D	0	1	-0.158419
3	ObjOut	91	56_C_R_M_I_OS_O_P_S	0	1	0.045032
3	ObjOut	91	58_C_R_M_P_BP_B_P_D	0	1	0.044097
3	ObjOut	91	59_C_R_M_P_BP_P_B_S	0	1	-0.239567
3	ObjOut	91	60_C_R_M_I_BP_P_O_D	0	1	-0.278724
3	ObjOut	91	62_C_R_M_I_PB_B_S_D	0	1	0.122133
3	ObjOut	91	63_C_R_M_P_PB_P_B_D	0	1	0.033400
3	ObjOut	91	64_C_R_M_I_PB_P_O_S	0	1	-0.138903
3	ObjOut	91	66_T_R_M_P_SP_S_P_D	1	1	0.280172
3	ObjOut	91	67_T_R_M_P_SP_P_S_S	1	1	-0.081233
3	ObjOut	91	69_T_R_M_P_PS_S_P_S	1	1	-0.039400
3	ObjOut	91	70_T_R_M_I_PS_S_S_D	1	1	0.300129
3	ObjOut	91	71_T_R_M_P_PS_P_S_D	1	1	0.098452
3	ObjOut	91	72_T_R_M_I_PS_P_P_S	1	1	0.208448
3	ObjOut	91	81_T_R_M_P_OB_B_O_S	1	1	0.221935
3	ObjOut	91	82_T_R_M_I_OB_B_B_D	1	1	0.135700
3	ObjOut	91	83_T_R_M_P_BO_O_B_S	1	1	-0.120423
3	ObjOut	91	85_T_R_M_I_OB_O_O_S	1	1	-0.116333
3	ObjOut	91	86_T_R_M_P_OB_O_B_D	1	1	0.091677
3	ObjOut	91	87_T_R_M_I_BO_B_B_S	1	1	-0.156800
3	ObjOut	91	88_T_R_M_P_BO_B_O_D	1	1	-0.009387
3	ObjOut	92	50_C_R_M_P_SO_S_O_D	0	1	-0.159355
3	ObjOut	92	51_C_R_M_P_SO_O_S_S	0	1	-0.103767
3	ObjOut	92	53_C_R_M_P_OS_S_O_S	0	1	-0.592581
3	ObjOut	92	54_C_R_M_I_OS_S_B_D	0	1	-0.142000
3	ObjOut	92	55_C_R_M_P_OS_O_S_D	0	1	-0.187419
3	ObjOut	92	56_C_R_M_I_OS_O_P_S	0	1	0.073032
3	ObjOut	92	58_C_R_M_P_BP_B_P_D	0	1	-0.001903
3	ObjOut	92	59_C_R_M_P_BP_P_B_S	0	1	-0.199567
3	ObjOut	92	60_C_R_M_I_BP_P_O_D	0	1	-0.265724
3	ObjOut	92	62_C_R_M_I_PB_B_S_D	0	1	0.094133
3	ObjOut	92	63_C_R_M_P_PB_P_B_D	0	1	0.012400
3	ObjOut	92	64_C_R_M_I_PB_P_O_S	0	1	-0.187903
3	ObjOut	92	65_T_R_M_I_SP_S_S_S	1	1	0.015033
3	ObjOut	92	66_T_R_M_P_SP_S_P_D	1	1	0.287172
3	ObjOut	92	67_T_R_M_P_SP_P_S_S	1	1	-0.052233
3	ObjOut	92	68_T_R_M_I_SP_P_P_D	1	1	-0.245367
3	ObjOut	92	69_T_R_M_P_PS_S_P_S	1	1	-0.051400
3	ObjOut	92	70_T_R_M_I_PS_S_S_D	1	1	0.314129
3	ObjOut	92	71_T_R_M_P_PS_P_S_D	1	1	0.140452
3	ObjOut	92	72_T_R_M_I_PS_P_P_S	1	1	0.222448
3	ObjOut	92	81_T_R_M_P_OB_B_O_S	1	1	0.244935
3	ObjOut	92	82_T_R_M_I_OB_B_B_D	1	1	0.178700
3	ObjOut	92	83_T_R_M_P_BO_O_B_S	1	1	-0.114423
3	ObjOut	92	84_T_R_M_I_BO_O_O_D	1	1	-0.218968
3	ObjOut	92	85_T_R_M_I_OB_O_O_S	1	1	-0.109333
3	ObjOut	92	86_T_R_M_P_OB_O_B_D	1	1	0.107677
3	ObjOut	92	87_T_R_M_I_BO_B_B_S	1	1	-0.143800
3	ObjOut	92	88_T_R_M_P_BO_B_O_D	1	1	-0.026387
3	ObjOut	93	50_C_R_M_P_SO_S_O_D	0	1	-0.128355
3	ObjOut	93	51_C_R_M_P_SO_O_S_S	0	1	-0.096767
3	ObjOut	93	53_C_R_M_P_OS_S_O_S	0	1	-0.583581
3	ObjOut	93	54_C_R_M_I_OS_S_B_D	0	1	-0.134000
3	ObjOut	93	55_C_R_M_P_OS_O_S_D	0	1	-0.171419
3	ObjOut	93	56_C_R_M_I_OS_O_P_S	0	1	0.107032
3	ObjOut	93	58_C_R_M_P_BP_B_P_D	0	1	0.017097
3	ObjOut	93	59_C_R_M_P_BP_P_B_S	0	1	-0.235567
3	ObjOut	93	60_C_R_M_I_BP_P_O_D	0	1	-0.249724
3	ObjOut	93	62_C_R_M_I_PB_B_S_D	0	1	0.096133
3	ObjOut	93	63_C_R_M_P_PB_P_B_D	0	1	0.033400
3	ObjOut	93	64_C_R_M_I_PB_P_O_S	0	1	-0.179903
3	ObjOut	93	65_T_R_M_I_SP_S_S_S	1	1	0.037033
3	ObjOut	93	66_T_R_M_P_SP_S_P_D	1	1	0.257172
3	ObjOut	93	67_T_R_M_P_SP_P_S_S	1	1	-0.072233
3	ObjOut	93	68_T_R_M_I_SP_P_P_D	1	1	-0.185367
3	ObjOut	93	69_T_R_M_P_PS_S_P_S	1	1	-0.046400
3	ObjOut	93	70_T_R_M_I_PS_S_S_D	1	1	0.324129
3	ObjOut	93	71_T_R_M_P_PS_P_S_D	1	1	0.171452
3	ObjOut	93	72_T_R_M_I_PS_P_P_S	1	1	0.237448
3	ObjOut	93	81_T_R_M_P_OB_B_O_S	1	1	0.242935
3	ObjOut	93	82_T_R_M_I_OB_B_B_D	1	1	0.210700
3	ObjOut	93	83_T_R_M_P_BO_O_B_S	1	1	-0.093423
3	ObjOut	93	85_T_R_M_I_OB_O_O_S	1	1	-0.115333
3	ObjOut	93	86_T_R_M_P_OB_O_B_D	1	1	0.072677
3	ObjOut	93	87_T_R_M_I_BO_B_B_S	1	1	-0.143800
3	ObjOut	93	88_T_R_M_P_BO_B_O_D	1	1	0.019613
3	ObjOut	94	50_C_R_M_P_SO_S_O_D	0	1	-0.164355
3	ObjOut	94	51_C_R_M_P_SO_O_S_S	0	1	-0.089767
3	ObjOut	94	53_C_R_M_P_OS_S_O_S	0	1	-0.590581
3	ObjOut	94	54_C_R_M_I_OS_S_B_D	0	1	-0.144000
3	ObjOut	94	55_C_R_M_P_OS_O_S_D	0	1	-0.201419
3	ObjOut	94	56_C_R_M_I_OS_O_P_S	0	1	0.107032
3	ObjOut	94	58_C_R_M_P_BP_B_P_D	0	1	-0.007903
3	ObjOut	94	59_C_R_M_P_BP_P_B_S	0	1	-0.211567
3	ObjOut	94	60_C_R_M_I_BP_P_O_D	0	1	-0.234724
3	ObjOut	94	62_C_R_M_I_PB_B_S_D	0	1	0.125133
3	ObjOut	94	63_C_R_M_P_PB_P_B_D	0	1	0.019400
3	ObjOut	94	64_C_R_M_I_PB_P_O_S	0	1	-0.164903
3	ObjOut	94	65_T_R_M_I_SP_S_S_S	1	1	0.017033
3	ObjOut	94	66_T_R_M_P_SP_S_P_D	1	1	0.302172
3	ObjOut	94	67_T_R_M_P_SP_P_S_S	1	1	-0.071233
3	ObjOut	94	68_T_R_M_I_SP_P_P_D	1	1	-0.241367
3	ObjOut	94	69_T_R_M_P_PS_S_P_S	1	1	-0.072400
3	ObjOut	94	70_T_R_M_I_PS_S_S_D	1	1	0.341129
3	ObjOut	94	71_T_R_M_P_PS_P_S_D	1	1	0.154452
3	ObjOut	94	72_T_R_M_I_PS_P_P_S	1	1	0.238448
3	ObjOut	94	81_T_R_M_P_OB_B_O_S	1	1	0.269935
3	ObjOut	94	82_T_R_M_I_OB_B_B_D	1	1	0.247700
3	ObjOut	94	83_T_R_M_P_BO_O_B_S	1	1	-0.104423
3	ObjOut	94	85_T_R_M_I_OB_O_O_S	1	1	-0.131333
3	ObjOut	94	86_T_R_M_P_OB_O_B_D	1	1	0.065677
3	ObjOut	94	88_T_R_M_P_BO_B_O_D	1	1	-0.004387
3	ObjOut	95	50_C_R_M_P_SO_S_O_D	0	1	-0.198355
3	ObjOut	95	51_C_R_M_P_SO_O_S_S	0	1	-0.114767
3	ObjOut	95	53_C_R_M_P_OS_S_O_S	0	1	-0.597581
3	ObjOut	95	54_C_R_M_I_OS_S_B_D	0	1	-0.133000
3	ObjOut	95	55_C_R_M_P_OS_O_S_D	0	1	-0.206419
3	ObjOut	95	56_C_R_M_I_OS_O_P_S	0	1	0.121032
3	ObjOut	95	58_C_R_M_P_BP_B_P_D	0	1	-0.008903
3	ObjOut	95	59_C_R_M_P_BP_P_B_S	0	1	-0.187567
3	ObjOut	95	60_C_R_M_I_BP_P_O_D	0	1	-0.240724
3	ObjOut	95	62_C_R_M_I_PB_B_S_D	0	1	0.105133
3	ObjOut	95	63_C_R_M_P_PB_P_B_D	0	1	0.016400
3	ObjOut	95	64_C_R_M_I_PB_P_O_S	0	1	-0.176903
3	ObjOut	95	65_T_R_M_I_SP_S_S_S	1	1	0.084033
3	ObjOut	95	66_T_R_M_P_SP_S_P_D	1	1	0.287172
3	ObjOut	95	67_T_R_M_P_SP_P_S_S	1	1	-0.067233
3	ObjOut	95	68_T_R_M_I_SP_P_P_D	1	1	-0.268367
3	ObjOut	95	69_T_R_M_P_PS_S_P_S	1	1	-0.059400
3	ObjOut	95	70_T_R_M_I_PS_S_S_D	1	1	0.358129
3	ObjOut	95	71_T_R_M_P_PS_P_S_D	1	1	0.165452
3	ObjOut	95	72_T_R_M_I_PS_P_P_S	1	1	0.265448
3	ObjOut	95	81_T_R_M_P_OB_B_O_S	1	1	0.256935
3	ObjOut	95	82_T_R_M_I_OB_B_B_D	1	1	0.234700
3	ObjOut	95	83_T_R_M_P_BO_O_B_S	1	1	-0.106423
3	ObjOut	95	84_T_R_M_I_BO_O_O_D	1	1	-0.240968
3	ObjOut	95	85_T_R_M_I_OB_O_O_S	1	1	-0.097333
3	ObjOut	95	86_T_R_M_P_OB_O_B_D	1	1	0.084677
3	ObjOut	95	88_T_R_M_P_BO_B_O_D	1	1	0.002613
