Participant	PhaseLabel	Bin	MovieID	InferenceCondition	Count	EyeGaze(meanX)
1	ObjOut	17	55_C_R_M_P_OS_O_S_D	0	1	720
1	ObjOut	17	56_C_R_M_I_OS_O_P_S	0	1	729
1	ObjOut	17	58_C_R_M_P_BP_B_P_D	0	1	704
1	ObjOut	17	59_C_R_M_P_BP_P_B_S	0	1	715
1	ObjOut	17	61_C_R_M_P_PB_B_P_S	0	1	645
1	ObjOut	17	63_C_R_M_P_PB_P_B_D	0	1	669
1	ObjOut	17	64_C_R_M_I_PB_P_O_S	0	1	995
1	ObjOut	17	65_T_R_M_I_SP_S_S_S	1	1	1121
1	ObjOut	17	67_T_R_M_P_SP_P_S_S	1	1	742
1	ObjOut	17	68_T_R_M_I_SP_P_P_D	1	1	733
1	ObjOut	17	69_T_R_M_P_PS_S_P_S	1	1	636
1	ObjOut	17	70_T_R_M_I_PS_S_S_D	1	1	697
1	ObjOut	17	72_T_R_M_I_PS_P_P_S	1	1	678
1	ObjOut	17	81_T_R_M_P_OB_B_O_S	1	1	685
1	ObjOut	17	82_T_R_M_I_OB_B_B_D	1	1	700
1	ObjOut	17	83_T_R_M_P_BO_O_B_S	1	1	734
1	ObjOut	17	84_T_R_M_I_BO_O_O_D	1	1	691
1	ObjOut	17	85_T_R_M_I_OB_O_O_S	1	1	766
1	ObjOut	17	86_T_R_M_P_OB_O_B_D	1	1	661
1	ObjOut	17	87_T_R_M_I_BO_B_B_S	1	1	687
1	ObjOut	17	88_T_R_M_P_BO_B_O_D	1	1	642
1	ObjOut	18	49_C_R_M_I_SO_S_B_S	0	1	678
1	ObjOut	18	50_C_R_M_P_SO_S_O_D	0	1	681
1	ObjOut	18	53_C_R_M_P_OS_S_O_S	0	1	703
1	ObjOut	18	55_C_R_M_P_OS_O_S_D	0	1	726
1	ObjOut	18	56_C_R_M_I_OS_O_P_S	0	1	726
